Division,Weight Class,Lift,Name,Kilos,Pounds,Date,Location,Event,Status,HasRecord
JUNIOR MEN 20 TO 23,140kg/308.5lb,TOTAL,Wade Smith,705.0,1554.26,05/04/2024,ohio,raw-powerlifting,drug-tested,True
JUNIOR MEN 20 TO 23,140+kg/SHW,Squat,Zachary Thompson,255.0,562.2,02/23/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR MEN 20 TO 23,140+kg/SHW,Bench,Zachary Thompson,187.5,413.4,02/23/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR MEN 20 TO 23,140+kg/SHW,Deadlift,Derick Douglas,287.5,633.8,02/23/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR MEN 20 TO 23,140+kg/SHW,TOTAL,Harley Redd,740.0,1631.4,02/15/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,56kg/123.5lb,Squat,Gabi Farris,120.0,264.6,04/28/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,56kg/123.5lb,Bench,Gabi Farris,57.5,126.8,04/28/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,56kg/123.5lb,Deadlift,Gabi Farris,125.0,275.6,04/28/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,56kg/123.5lb,TOTAL,Gabi Farris,292.5,644.9,04/28/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,60kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,60kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,60kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,60kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,67.5kg/148.7lb,Squat,Katelin Smith,98.0,216.1,07/24/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,67.5kg/148.7lb,Bench,Katelin Smith,57.5,126.8,07/24/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,67.5kg/148.7lb,Deadlift,Lucia  Wolford,115.0,253.5,11/10/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,67.5kg/148.7lb,TOTAL,Lucia  Wolford,265.0,584.2,11/10/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,75kg/165.2lb,Squat,Linnea Kovac,125.0,275.6,04/22/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,75kg/165.2lb,Bench,Helen Murphy,55.0,121.3,11/10/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,75kg/165.2lb,Deadlift,Helen Murphy,130.0,286.6,11/10/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,75kg/165.2lb,TOTAL,Helen Murphy,307.5,677.9,11/10/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,82.5kg/181.7lb,Squat,Helen Murphy,145.0,319.7,07/12/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,82.5kg/181.7lb,Bench,Helen Murphy,65.0,143.3,07/12/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,82.5kg/181.7lb,Deadlift,Helen Murphy,132.5,292.1,07/12/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,82.5kg/181.7lb,TOTAL,Helen Murphy,335.0,738.5,07/12/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,90kg/198.2lb,Squat,Sydney Bruning,132.5,292.1,05/08/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,90kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,90kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,90kg/198.2lb,TOTAL,Sydney Bruning,332.5,733.0,05/08/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,100kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,100kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,100kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,100kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,110kg/242lb,Squat,Sydney Blankenship,65.0,143.3,02/06/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,110kg/242lb,Bench,Sydney Blankenship,37.5,82.7,02/06/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,110kg/242lb,Deadlift,Sydney Blankenship,77.5,170.9,02/06/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,110kg/242lb,TOTAL,Sydney Blankenship,180.0,396.8,02/06/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 13 TO 15,110+kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,110+kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,110+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 13 TO 15,110+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,52kg/114.5lb,Squat,Taylor Gatherwright,107.5,237.0,10/01/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,52kg/114.5lb,TOTAL,Taylor Gatherwright,255.0,562.2,10/01/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,56kg/123.5lb,Squat,Liliana Alberty,165.0,363.8,10/31/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,56kg/123.5lb,Bench,Gabi Farris,80.0,176.4,09/04/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,56kg/123.5lb,Deadlift,Marcella Cash,152.5,336.2,06/16/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,56kg/123.5lb,TOTAL,Gabi Farris,375.0,826.7,09/04/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,60kg/132.2lb,Squat,Isabella Gallo,115.0,253.5,02/09/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,60kg/132.2lb,Bench,Amelia Mcnamara,57.5,126.8,09/04/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,60kg/132.2lb,Deadlift,Melanie McLaughlin,135.0,297.6,09/11/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,60kg/132.2lb,TOTAL,Amelia Mcnamara,292.5,644.9,09/04/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,67.5kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,67.5kg/148.7lb,Bench,Makyah Newlun,72.5,159.8,04/22/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,67.5kg/148.7lb,Deadlift,Makyah Newlun,145.0,319.7,04/22/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,67.5kg/148.7lb,TOTAL,Makyah Newlun,317.5,700.0,04/22/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,75kg/165.2lb,Squat,Makyah Newlun,142.5,314.2,10/26/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,75kg/165.2lb,Bench,Makyah Newlun,87.5,192.9,10/26/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,75kg/165.2lb,Deadlift,Makyah Newlun,167.5,369.3,10/26/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,75kg/165.2lb,TOTAL,Makyah Newlun,397.5,876.3,10/26/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,82.5kg/181.7lb,Squat,Helen Murphy,180.0,396.8,05/16/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,82.5kg/181.7lb,Bench,Helen Murphy,80.0,176.4,05/16/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,82.5kg/181.7lb,Deadlift,Helen Murphy,175.0,385.8,05/16/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,82.5kg/181.7lb,TOTAL,Helen Murphy,435.0,959.0,05/16/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,90kg/198.2lb,Squat,Helen Murphy,152.5,336.2,09/06/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,90kg/198.2lb,Bench,Helen Murphy,72.5,159.8,09/06/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,90kg/198.2lb,Deadlift,Helen Murphy,145.5,320.8,09/06/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,90kg/198.2lb,TOTAL,Helen Murphy,370.5,816.8,09/06/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,100kg/220lb,Squat,Harley Adamson,137.5,303.1,11/03/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,100kg/220lb,Bench,Harley Adamson,60.0,132.3,11/03/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,100kg/220lb,Deadlift,Harley Adamson,157.5,347.2,11/03/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,100kg/220lb,TOTAL,Harley Adamson,355.0,782.6,11/03/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,110kg/242lb,Squat,Ashlyn Smith,160.0,352.74,2025-09-20,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,110kg/242lb,Bench,Ashlyn Smith,90.0,198.42,2025-09-20,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,110kg/242lb,Deadlift,Ashlyn Smith,185.0,407.85,2025-09-20,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,110kg/242lb,TOTAL,Ashlyn Smith,427.5,942.48,2025-09-20,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 16 TO 17,110+kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,110+kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,110+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 16 TO 17,110+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,52kg/114.5lb,Squat,Taylor Gatherwright,112.5,248.02,06/24/2024,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,52kg/114.5lb,Bench,Sydney Spencer,65.0,143.3,04/22/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,52kg/114.5lb,Deadlift,Sydney Spencer,142.5,314.2,04/22/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,52kg/114.5lb,TOTAL,Sydney Spencer,312.5,688.9,04/22/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,56kg/123.5lb,Squat,Sydney Spencer,105.0,231.5,10/16/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,56kg/123.5lb,Bench,Sydney Spencer,60.0,132.3,10/16/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,56kg/123.5lb,Deadlift,Sydney Spencer,110.0,242.5,10/16/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,56kg/123.5lb,TOTAL,Sydney Spencer,275.0,606.3,10/16/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,60kg/132.2lb,Squat,Carli Lintz,112.5,248.0,10/01/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,60kg/132.2lb,Bench,Carli Lintz,65.0,143.3,05/27/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,60kg/132.2lb,Deadlift,Carli Lintz,132.5,292.1,10/01/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,60kg/132.2lb,TOTAL,Carli Lintz,312.5,688.9,10/01/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,67.5kg/148.7lb,Squat,Alexis Weekley,127.5,281.1,10/31/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,67.5kg/148.7lb,Bench,Alexis Weekley,65.0,143.3,10/31/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,67.5kg/148.7lb,Deadlift,Alexis Weekley,145.0,319.7,10/31/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,67.5kg/148.7lb,TOTAL,Alexis Weekley,330.0,727.5,10/31/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,75kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,75kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,75kg/165.2lb,Deadlift,Gracie Clute,157.5,347.2,07/24/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,75kg/165.2lb,TOTAL,Gracie Clute,370.0,815.7,07/24/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,82.5kg/181.7lb,Squat,Helen Murphy,183.0,403.4,05/28/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,82.5kg/181.7lb,Bench,Helen Murphy,82.5,181.9,11/05/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,82.5kg/181.7lb,Deadlift,Courtney Hopkins,185.0,407.9,07/24/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,82.5kg/181.7lb,TOTAL,Helen Murphy,443.0,976.6,05/28/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 18 TO 19,90kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,90kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,90kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,90kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,100kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,100kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,100kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,100kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110+kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110+kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 18 TO 19,110+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,52kg/114.5lb,Squat,Cynthia Adams,90.0,198.4,12/08/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,52kg/114.5lb,Bench,Cynthia Adams,50.0,110.2,12/08/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,52kg/114.5lb,Deadlift,Cynthia Adams,125.0,275.6,12/08/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,52kg/114.5lb,TOTAL,Cynthia Adams,265.0,584.2,12/08/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,56kg/123.5lb,Squat,Skye Mills,135.0,297.6,10/01/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,56kg/123.5lb,Bench,Marissa Wise,72.5,159.8,04/15/2023,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,56kg/123.5lb,Deadlift,Christina Howell,167.5,369.3,06/23/2018,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,56kg/123.5lb,TOTAL,Skye Mills,360.0,793.7,10/01/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,60kg/132.2lb,Squat,Antoinette Iwuagwu,173.0,381.4,05/27/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,60kg/132.2lb,Bench,Antoinette Iwuagwu,82.5,181.9,05/22/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,60kg/132.2lb,Deadlift,Antoinette Iwuagwu,195.0,429.9,05/27/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,60kg/132.2lb,TOTAL,Antoinette Iwuagwu,455.5,1004.2,05/27/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,67.5kg/148.7lb,Squat,Jensen Ciacci,167.5,369.3,09/11/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,67.5kg/148.7lb,Bench,Marissa Werntz,87.5,192.9,04/18/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,67.5kg/148.7lb,Deadlift,Grace Kelly,165.0,363.8,02/15/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,67.5kg/148.7lb,TOTAL,Jensen Ciacci,390.0,859.8,09/11/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,75kg/165.2lb,Squat,Olivia Denoto,167.5,369.3,04/18/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,75kg/165.2lb,Bench,Alexis Barnes,75.0,165.3,03/06/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,75kg/165.2lb,Deadlift,Megan King,170.0,374.78,12/04/2016,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,75kg/165.2lb,TOTAL,Olivia Denoto,412.5,909.4,04/18/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,82.5kg/181.7lb,Squat,Alexis Williams,150.0,330.7,06/08/2019,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,82.5kg/181.7lb,Bench,Elena Logan,80.0,176.4,10/31/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,82.5kg/181.7lb,Deadlift,Carley Ladu,170.0,374.8,10/16/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,82.5kg/181.7lb,TOTAL,Carley Ladu,385.0,848.8,10/16/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,90kg/198.2lb,Squat,Kathryn Brooks,150.0,330.7,02/20/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,90kg/198.2lb,Bench,Kathryn Brooks,57.5,126.8,02/20/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,90kg/198.2lb,Deadlift,Olivia Fenner,170.0,374.8,02/15/2020,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,90kg/198.2lb,TOTAL,Hallie Burke,435.0,959.0,02/20/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,100kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,100kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,100kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,100kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,110kg/242lb,Squat,Abby Lampe,125.0,275.6,02/20/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,110kg/242lb,Bench,Abby Lampe,70.0,154.3,02/20/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,110kg/242lb,Deadlift,Abby Lampe,152.5,336.2,02/20/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,110kg/242lb,TOTAL,Abby Lampe,347.5,766.1,02/20/2022,ohio,raw-powerlifting,drug-tested,True
JUNIOR WOMEN 20 TO 23,110+kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,110+kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,110+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
JUNIOR WOMEN 20 TO 23,110+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
MASTER MEN 40 TO 44,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
MASTER MEN 40 TO 44,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
MASTER MEN 40 TO 44,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
