Division,Weight Class,Lift,Name,Kilos,Pounds,Date,Location,Event,Status,HasRecord
OPEN WOMEN,67.5kg/148.7lb,TOTAL,Courtney Yopp,450.0,992.1,09/11/2022,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,75kg/165.2lb,Squat,Olivia Denoto,167.5,369.3,04/18/2021,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,75kg/165.2lb,Bench,Marissa Werntz,95.0,209.4,04/23/2022,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,75kg/165.2lb,Deadlift,Emily McAtee,187.5,413.4,02/15/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,75kg/165.2lb,TOTAL,Olivia Denoto,412.5,909.4,04/18/2021,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,82.5kg/181.7lb,Squat,Landri Peden,187.5,413.4,10/31/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,82.5kg/181.7lb,Bench,Landri Peden,107.5,237.0,09/05/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,82.5kg/181.7lb,Deadlift,Landri Peden,200.0,440.9,10/31/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,82.5kg/181.7lb,TOTAL,Landri Peden,492.5,1085.8,10/31/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,90kg/198.2lb,Squat,Deidra Thompson,160.0,352.74,2025-09-20,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,90kg/198.2lb,Bench,Deidra Thompson,95.0,209.44,2025-09-20,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,90kg/198.2lb,Deadlift,Alexandra Donald,227.5,501.6,08/01/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,90kg/198.2lb,TOTAL,Alexandra Donald,515.0,1135.4,08/01/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,100kg/220lb,Squat,Samantha Rodriguez,160.0,352.74,2025-10-04,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,100kg/220lb,Bench,Seaira Bair,100.0,220.5,09/17/2022,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,100kg/220lb,Deadlift,Brooke Lagrasso,197.5,435.4,09/11/2022,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,100kg/220lb,TOTAL,Emma Benney,417.5,920.4,09/09/2023,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110kg/242lb,Squat,Cara Boss,187.5,413.4,06/08/2019,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110kg/242lb,Bench,Cara Boss,110.0,242.5,09/07/2020,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110kg/242lb,Deadlift,Cara Boss,212.5,468.5,06/08/2019,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110kg/242lb,TOTAL,Cara Boss,507.5,1118.8,06/08/2019,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110+kg,Squat,Jazmyn Haley,245.0,540.13,2025-03-08,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110+kg,Bench,Jazmyn Haley,115.0,253.53,2025-03-08,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110+kg,Deadlift,Jazmyn Haley,225.0,496.04,2025-03-08,ohio,raw-powerlifting,drug-tested,True
OPEN WOMEN,110+kg,TOTAL,Jazmyn Haley,585.0,1289.7,2025-03-08,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,56kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,56kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,56kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,56kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,60kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,60kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,60kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,60kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER MEN 35 TO 39,67.5kg/148.7lb,Squat,Jake Moore,150.0,330.7,01/29/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,67.5kg/148.7lb,Bench,Jake Moore,102.5,226.0,01/29/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,67.5kg/148.7lb,Deadlift,Jake Moore,165.0,363.8,01/29/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,67.5kg/148.7lb,TOTAL,Jake Moore,417.5,920.4,01/29/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,75kg/165.2lb,Squat,Carlos Lomanto,185.0,407.9,08/01/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,75kg/165.2lb,Bench,Carlos Lomanto,110.0,242.5,08/01/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,75kg/165.2lb,Deadlift,Carlos Lomanto,245.0,540.1,08/01/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,75kg/165.2lb,TOTAL,Carlos Lomanto,540.0,1190.5,08/01/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,82.5kg/181.7lb,Squat,Nicholas Capelety,232.5,512.57,2024-12-07,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,82.5kg/181.7lb,Bench,Ryan Bunker,170.0,374.79,2025-10-04,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,82.5kg/181.7lb,Deadlift,Carlos Lomanto,255.0,562.2,09/05/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,82.5kg/181.7lb,TOTAL,Lloyd Summers,682.5,1504.7,04/23/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,90kg/198.2lb,Squat,Ryan Degeorge,227.5,501.6,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,90kg/198.2lb,Bench,Ryan Degeorge,162.5,358.3,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,90kg/198.2lb,Deadlift,Ryan Degeorge,280.0,617.3,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,90kg/198.2lb,TOTAL,Ryan Degeorge,670.0,1477.1,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,100kg/220lb,Squat,Brandon Bates,260.0,573.2,2025-09-20,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,100kg/220lb,Bench,Josh Williams,167.5,369.3,04/18/2021,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,100kg/220lb,Deadlift,Christopher Milliron,275.0,606.27,05/04/2024,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,100kg/220lb,TOTAL,Brandon Bates,690.0,1521.19,2025-09-20,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,110kg/242lb,Squat,Craig Ward,245.0,540.13,2025-09-20,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,110kg/242lb,Bench,Kermit Adkins,185.0,407.9,04/22/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,110kg/242lb,Deadlift,Craig Ward,287.5,633.83,2025-09-20,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,110kg/242lb,TOTAL,Josh Williams,697.5,1537.7,08/07/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,125kg/275lb,Squat,Joseph Buffington,281.5,620.6,09/16/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,125kg/275lb,Bench,Ryan Flynn,222.5,490.5,04/22/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,125kg/275lb,Deadlift,Joseph Buffington,363.0,800.3,09/16/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,125kg/275lb,TOTAL,Joseph Buffington,806.5,1778.0,09/16/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140kg/308.5lb,Squat,Tim Bonds,265.0,584.2,11/09/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140kg/308.5lb,Bench,Tim Bonds,187.5,413.4,11/09/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140kg/308.5lb,Deadlift,Tim Bonds,322.5,711.0,11/09/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140kg/308.5lb,TOTAL,Tim Bonds,775.0,1708.6,11/09/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140+kg/SHW,Squat,Matthew Webb,275.0,606.3,04/23/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140+kg/SHW,Bench,Matthew Webb,200.0,440.9,04/23/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140+kg/SHW,Deadlift,Matthew Webb,240.0,529.1,04/23/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER MEN 35 TO 39,140+kg/SHW,TOTAL,Matthew Webb,715.0,1576.3,04/23/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER WOMEN 35 TO 39,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER WOMEN 35 TO 39,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER WOMEN 35 TO 39,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,drug-tested,False
SUBMASTER WOMEN 35 TO 39,48kg/105.7lb,Squat,Tonya Reidy,80.0,176.4,07/11/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,48kg/105.7lb,Bench,Tonya Reidy,47.5,104.7,07/11/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,48kg/105.7lb,Deadlift,Tonya Reidy,80.0,176.4,07/11/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,48kg/105.7lb,TOTAL,Tonya Reidy,207.5,457.5,07/11/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,52kg/114.5lb,Squat,Cadie Jardin,92.5,203.9,07/10/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,52kg/114.5lb,Bench,Cadie Jardin,52.5,115.7,07/10/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,52kg/114.5lb,Deadlift,Cadie Jardin,122.5,270.1,07/10/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,52kg/114.5lb,TOTAL,Cadie Jardin,267.5,589.7,07/10/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,56kg/123.5lb,Squat,Allison Crabtree,90.0,198.4,11/20/2021,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,56kg/123.5lb,Bench,Brittany Pocock,52.5,115.7,09/17/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,56kg/123.5lb,Deadlift,Brittany Pocock,120.0,264.6,09/17/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,56kg/123.5lb,TOTAL,Brittany Pocock,250.0,551.2,09/17/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,60kg/132.2lb,Squat,Bethany Freud,105.0,231.5,11/15/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,60kg/132.2lb,Bench,Jennifer Mcgruder,55.0,121.3,09/04/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,60kg/132.2lb,Deadlift,Bethany Freud,115.0,253.5,11/15/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,60kg/132.2lb,TOTAL,Bethany Freud,265.0,584.2,11/15/2020,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,67.5kg/148.7lb,Squat,Kelly O'brien,150.0,330.7,02/17/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,67.5kg/148.7lb,Bench,Kelly O'brien,95.0,209.4,02/17/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,67.5kg/148.7lb,Deadlift,Kelly O'brien,155.0,341.7,07/11/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,67.5kg/148.7lb,TOTAL,Kelly O'brien,395.0,870.8,02/17/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,75kg/165.2lb,Squat,Julian Mai,155.0,341.72,2025-09-20,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,75kg/165.2lb,Bench,Julian Mai,80.0,176.37,2025-09-20,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,75kg/165.2lb,Deadlift,Tana Crouse,167.5,369.3,09/11/2021,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,75kg/165.2lb,TOTAL,Julian Mai,405.0,892.87,2025-09-20,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,82.5kg/181.7lb,Squat,Jamie Mangas,142.5,314.2,09/09/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,82.5kg/181.7lb,Bench,Jamie Mangas,87.5,192.9,09/09/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,82.5kg/181.7lb,Deadlift,Jessica Lally,172.5,380.3,2025-11-16,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,82.5kg/181.7lb,TOTAL,Jessica Lally,397.5,876.34,2025-11-16,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,90kg/198.2lb,Squat,Jaymee Miller,167.5,369.3,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,90kg/198.2lb,Bench,Jaymee Miller,97.5,215.0,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,90kg/198.2lb,Deadlift,Jaymee Miller,190.0,418.9,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,90kg/198.2lb,TOTAL,Jaymee Miller,455.0,1003.1,11/03/2019,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,100kg/220lb,Squat,Laura Ulmer,140.0,308.6,04/23/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,100kg/220lb,Bench,Laura Ulmer,90.0,198.4,04/23/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,100kg/220lb,Deadlift,Laura Ulmer,147.5,325.2,04/23/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,100kg/220lb,TOTAL,Laura Ulmer,375.0,826.7,04/23/2022,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110kg/242lb,Squat,Amanda Ayers,77.5,170.9,06/16/2018,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110kg/242lb,Bench,Amanda Ayers,62.5,137.8,06/16/2018,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110kg/242lb,Deadlift,Amanda Ayers,117.5,259.0,06/16/2018,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110kg/242lb,TOTAL,Amanda Ayers,257.5,567.7,06/16/2018,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110+kg,Squat,Virginia Green,140.0,308.6,10/17/2021,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110+kg,Bench,Lindsey Behymer,95.0,209.4,04/22/2023,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110+kg,Deadlift,Virginia Green,182.5,402.3,10/17/2021,ohio,raw-powerlifting,drug-tested,True
SUBMASTER WOMEN 35 TO 39,110+kg,TOTAL,Virginia Green,407.5,898.4,10/17/2021,ohio,raw-powerlifting,drug-tested,True
JUNIOR MEN 13 TO 15,52kg/114.5lb,Squat,Aaron Babet,122.5,270.1,11/10/2018,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,52kg/114.5lb,Bench,Aaron Babet,60.0,132.3,04/14/2018,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,52kg/114.5lb,Deadlift,Aaron Babet,155.0,341.7,11/10/2018,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,52kg/114.5lb,TOTAL,Aaron Babet,347.5,766.1,11/10/2018,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,56kg/123.5lb,Squat,Aaron Babet,137.5,303.1,02/09/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,56kg/123.5lb,Bench,Aaron Babet,77.5,170.9,02/09/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,56kg/123.5lb,Deadlift,Aaron Babet,155.0,341.7,02/09/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,56kg/123.5lb,TOTAL,Aaron Babet,370.0,815.7,02/09/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,60kg/132.2lb,Squat,Micah Sweeney,100.0,220.5,09/16/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,60kg/132.2lb,Bench,David Wolverton,57.5,126.8,04/08/2017,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,60kg/132.2lb,Deadlift,Micah Sweeney,122.5,270.1,09/16/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,60kg/132.2lb,TOTAL,Micah Sweeney,275.0,606.3,09/16/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,67.5kg/148.7lb,Squat,Ryan Jacobs,147.5,325.2,08/07/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,67.5kg/148.7lb,Bench,Ryan Jacobs,92.5,203.9,08/07/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,67.5kg/148.7lb,Deadlift,Ryan Jacobs,200.0,440.9,08/07/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,67.5kg/148.7lb,TOTAL,Ryan Jacobs,440.0,970.0,08/07/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,75kg/165.2lb,Squat,Elijah Horstman,197.5,435.4,02/06/2021,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,75kg/165.2lb,Bench,Alex Huff,125.0,275.5,02/07/2015,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,75kg/165.2lb,Deadlift,Ben Meadows,257.5,567.7,04/22/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,75kg/165.2lb,TOTAL,Ben Meadows,520.0,1146.4,04/22/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,82.5kg/181.7lb,Squat,Lance Jelen,205.0,451.9,08/01/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,82.5kg/181.7lb,Bench,Lance Jelen,140.0,308.6,08/01/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,82.5kg/181.7lb,Deadlift,Lance Jelen,227.5,501.6,08/01/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,82.5kg/181.7lb,TOTAL,Lance Jelen,572.5,1262.1,08/01/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,90kg/198.2lb,Squat,Lance Jelen,222.5,490.5,11/15/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,90kg/198.2lb,Bench,Lance Jelen,152.5,336.2,11/15/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,90kg/198.2lb,Deadlift,Lance Jelen,222.5,490.5,11/15/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,90kg/198.2lb,TOTAL,Lance Jelen,597.5,1317.3,11/15/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,100kg/220lb,Squat,Peyton Frank,162.5,358.3,10/01/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,100kg/220lb,Bench,Peyton Frank,112.5,248.0,10/01/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,100kg/220lb,Deadlift,Peyton Frank,242.5,534.6,10/01/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,100kg/220lb,TOTAL,Peyton Frank,517.5,1140.9,10/01/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,110kg/242lb,Squat,Gaven Frey,202.5,446.4,05/16/2021,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,110kg/242lb,Bench,Zachary Trent,147.5,325.2,08/29/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,110kg/242lb,Deadlift,Parker Herring,255.0,562.2,01/23/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,110kg/242lb,TOTAL,Parker Herring,572.5,1262.1,01/23/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,125kg/275lb,Squat,Zachary Trent,227.5,501.6,12/12/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,125kg/275lb,Bench,Zachary Trent,150.0,330.7,12/12/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,125kg/275lb,Deadlift,Zachary Trent,230.0,507.1,12/12/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,125kg/275lb,TOTAL,Zachary Trent,607.5,1339.3,12/12/2020,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,140kg/308.5lb,Squat,Austin Adkins,180.0,396.8,07/24/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,140kg/308.5lb,Bench,Austin Adkins,107.5,237.0,07/24/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,140kg/308.5lb,Deadlift,Austin Adkins,177.5,391.3,07/24/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,140kg/308.5lb,TOTAL,Austin Adkins,465.0,1025.1,07/24/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 13 TO 15,140+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 13 TO 15,140+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 13 TO 15,140+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 13 TO 15,140+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,56kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,56kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,56kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,56kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
JUNIOR MEN 16 TO 17,60kg/132.2lb,Squat,Dawson  Daniels ,120.0,264.6,10/17/2021,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,60kg/132.2lb,Bench,McCaulay Kirk,87.5,192.9,12/01/2018,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,60kg/132.2lb,Deadlift,McCaulay Kirk,175.0,385.8,06/01/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,60kg/132.2lb,TOTAL,McCaulay Kirk,375.0,826.7,06/01/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,67.5kg/148.7lb,Squat,Lucas Lindemann,165.0,363.8,08/07/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,67.5kg/148.7lb,Bench,Daniel Mogilevsky,110.0,242.5,10/25/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,67.5kg/148.7lb,Deadlift,Daniel Mogilevsky,200.0,440.9,10/25/2019,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,67.5kg/148.7lb,TOTAL,Ryan Jacobs,457.5,1008.6,02/26/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,75kg/165.2lb,Squat,Jacob Boyles,230.0,507.1,12/02/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,75kg/165.2lb,Bench,Jacob Boyles,140.0,308.6,12/02/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,75kg/165.2lb,Deadlift,Garret Miller,265.0,584.2,12/17/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,75kg/165.2lb,TOTAL,Jacob Boyles,605.0,1333.8,12/02/2023,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,82.5kg/181.7lb,Squat,Zane Wittekind,230.0,507.1,12/17/2022,ohio,raw-powerlifting,non-tested,True
JUNIOR MEN 16 TO 17,82.5kg/181.7lb,Bench,Erik Deal,130.0,286.6,02/20/2022,ohio,raw-powerlifting,non-tested,True
